target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
RF-1	PF00472.20	116	TARA_ION_MAG_00012_000000000041_57	-	364	3.6e-38	130.1	0.7	1	1	9.9e-42	8.9e-38	128.8	0.7	3	116	217	325	215	325	0.93	RF-1 domain
HNH	PF01844.23	47	TARA_ION_MAG_00012_000000000041_58	-	186	3.5e-14	52.7	0.2	1	1	1.2e-17	7.4e-14	51.7	0.2	1	47	97	140	97	140	0.97	HNH endonuclease
Ala_racemase_N	PF01168.20	219	TARA_ION_MAG_00012_000000000041_59	-	397	8.8e-61	205.3	0.0	1	1	1.2e-64	1.1e-60	205.0	0.0	1	219	32	255	32	255	0.95	Alanine racemase, N-terminal domain
Ala_racemase_C	PF00842.21	124	TARA_ION_MAG_00012_000000000041_59	-	397	3.6e-37	126.9	0.0	1	1	6.2e-41	5.5e-37	126.3	0.0	3	123	270	394	268	395	0.95	Alanine racemase, C-terminal domain
Methyltransf_11	PF08241.12	96	TARA_ION_MAG_00012_000000000041_60	-	283	2.1e-12	47.5	0.0	1	1	1e-15	3.6e-12	46.8	0.0	2	93	60	150	59	153	0.94	Methyltransferase domain
Methyltransf_31	PF13847.6	152	TARA_ION_MAG_00012_000000000041_60	-	283	3.9e-10	39.7	0.0	1	1	2e-13	7.3e-10	38.8	0.0	3	108	54	152	52	163	0.89	Methyltransferase domain
Resolvase	PF00239.21	146	TARA_ION_MAG_00012_000000000041_63	-	207	4.3e-15	56.1	0.0	1	1	3.3e-19	5.8e-15	55.7	0.0	2	145	21	156	20	157	0.88	Resolvase, N terminal domain
NLPC_P60	PF00877.19	105	TARA_ION_MAG_00012_000000000041_66	-	250	7.2e-21	74.2	0.1	1	1	6.4e-25	1.1e-20	73.5	0.1	3	85	121	206	119	237	0.80	NlpC/P60 family
PsaL	PF02605.15	150	TARA_ION_MAG_00012_000000000041_67	-	204	1.2e-57	193.7	0.3	1	1	8.4e-62	1.5e-57	193.5	0.3	4	149	44	188	41	189	0.96	Photosystem I reaction centre subunit XI
Glycos_transf_2	PF00535.26	170	TARA_ION_MAG_00012_000000000041_70	-	320	2.5e-30	105.5	0.6	1	1	5.7e-34	3.4e-30	105.1	0.6	1	168	9	171	9	173	0.97	Glycosyl transferase family 2
Glyco_tranf_2_3	PF13641.6	230	TARA_ION_MAG_00012_000000000041_70	-	320	1.4e-06	28.4	0.0	1	1	3.5e-10	2.1e-06	27.8	0.0	3	108	7	110	6	122	0.86	Glycosyltransferase like family 2
PsaA_PsaB	PF00223.19	718	TARA_ION_MAG_00012_000000000041_71	-	743	0	1133.5	42.0	1	1	0	0	1133.3	42.0	1	718	8	735	8	735	0.99	Photosystem I psaA/psaB protein
PsaA_PsaB	PF00223.19	718	TARA_ION_MAG_00012_000000000041_72	-	768	0	1246.1	43.0	1	1	0	0	1245.9	43.0	2	718	39	761	38	761	0.98	Photosystem I psaA/psaB protein
CbiG_C	PF01890.16	116	TARA_ION_MAG_00012_000000000041_73	-	608	2.4e-33	115.1	0.1	1	1	6.9e-37	4.1e-33	114.4	0.1	1	115	225	352	225	353	0.94	Cobalamin synthesis G C-terminus
TP_methylase	PF00590.20	213	TARA_ION_MAG_00012_000000000041_73	-	608	4.5e-28	98.6	0.0	1	1	1.3e-31	7.6e-28	97.9	0.0	2	212	366	575	365	576	0.85	Tetrapyrrole (Corrin/Porphyrin) Methylases
Radical_SAM	PF04055.21	167	TARA_ION_MAG_00012_000000000041_74	-	298	1.2e-13	51.8	0.0	1	1	9.5e-18	1.7e-13	51.3	0.0	3	164	63	222	61	225	0.88	Radical SAM superfamily
GATase_2	PF00310.21	420	TARA_ION_MAG_00012_000000000041_76	-	1520	3.5e-160	533.3	0.0	1	1	1e-163	4.6e-160	532.9	0.0	1	419	28	444	28	445	0.99	Glutamine amidotransferases class-II
Glu_synthase	PF01645.17	368	TARA_ION_MAG_00012_000000000041_76	-	1520	7.9e-160	532.0	0.1	1	1	5.3e-163	2.4e-159	530.4	0.1	1	367	818	1204	818	1205	0.99	Conserved region in glutamate synthase
Glu_syn_central	PF04898.14	279	TARA_ION_MAG_00012_000000000041_76	-	1520	8.7e-103	343.6	0.0	1	1	3.5e-104	1.6e-100	336.2	0.0	2	278	472	759	471	760	0.93	Glutamate synthase central domain
GXGXG	PF01493.19	190	TARA_ION_MAG_00012_000000000041_76	-	1520	2.5e-73	245.8	10.9	1	1	1.1e-76	5e-73	244.8	10.9	2	189	1286	1471	1285	1472	0.98	GXGXG motif
Ribosom_S12_S23	PF00164.25	114	TARA_ION_MAG_00012_000000000041_77	-	126	7.9e-43	144.7	0.4	1	1	5.1e-47	9.1e-43	144.5	0.4	1	114	12	123	12	123	0.98	Ribosomal protein S12/S23
Ribosomal_S7	PF00177.21	149	TARA_ION_MAG_00012_000000000041_78	-	157	1.4e-62	209.8	3.9	1	1	8.7e-67	1.6e-62	209.6	3.9	1	149	1	149	1	149	0.99	Ribosomal protein S7p/S5e
GTP_EFTU	PF00009.27	194	TARA_ION_MAG_00012_000000000041_79	-	606	2.3e-67	226.3	0.0	1	1	7.5e-71	3.4e-67	225.8	0.0	2	193	9	279	8	280	0.93	Elongation factor Tu GTP binding domain
EFG_IV	PF03764.18	121	TARA_ION_MAG_00012_000000000041_79	-	606	6.9e-46	155.0	0.1	1	1	2.8e-49	1.2e-45	154.1	0.1	1	120	475	593	475	594	0.99	Elongation factor G, domain IV
EFG_II	PF14492.6	75	TARA_ION_MAG_00012_000000000041_79	-	606	2.3e-34	117.3	0.2	1	1	1e-37	4.6e-34	116.3	0.2	1	74	400	473	400	474	0.98	Elongation Factor G, domain II
Pantoate_transf	PF02548.15	259	TARA_ION_MAG_00012_000000000042_1	-	258	2.1e-85	286.3	0.0	1	1	1.5e-89	2.7e-85	285.9	0.0	6	249	5	252	2	256	0.95	Ketopantoate hydroxymethyltransferase
TRAM	PF01938.20	62	TARA_ION_MAG_00012_000000000042_3	-	370	0.00011	22.1	0.6	1	1	1.2e-08	0.00021	21.2	0.6	2	51	289	338	288	352	0.93	TRAM domain
CLP_protease	PF00574.23	182	TARA_ION_MAG_00012_000000000042_4	-	221	7.4e-53	179.1	0.1	1	1	1.1e-56	1.9e-52	177.8	0.1	23	181	45	212	19	213	0.88	Clp protease
CLP_protease	PF00574.23	182	TARA_ION_MAG_00012_000000000042_5	-	202	1.1e-83	279.5	0.1	1	1	7.5e-88	1.3e-83	279.3	0.1	2	181	16	196	15	197	0.98	Clp protease
IlvN	PF07991.12	165	TARA_ION_MAG_00012_000000000042_6	-	330	2.6e-77	258.0	0.0	1	1	1e-80	3.6e-77	257.6	0.0	2	165	15	178	14	178	0.99	Acetohydroxy acid isomeroreductase, NADPH-binding domain
IlvC	PF01450.19	144	TARA_ION_MAG_00012_000000000042_6	-	330	5.5e-66	221.3	0.5	1	1	2e-69	7.3e-66	220.9	0.5	1	144	184	327	184	327	1.00	Acetohydroxy acid isomeroreductase, catalytic domain
2-Hacid_dh_C	PF02826.19	178	TARA_ION_MAG_00012_000000000042_6	-	330	1.8e-07	30.7	0.0	1	1	9.2e-11	3.3e-07	29.8	0.0	32	101	13	83	5	105	0.85	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
CobD_Cbib	PF03186.13	276	TARA_ION_MAG_00012_000000000042_7	-	337	2.8e-69	233.4	0.0	1	1	1.9e-73	3.4e-69	233.1	0.0	2	269	11	311	10	318	0.86	CobD/Cbib protein
Bac_DNA_binding	PF00216.21	90	TARA_ION_MAG_00012_000000000042_13	-	92	5e-31	106.8	0.1	1	1	6.1e-35	5.4e-31	106.6	0.1	1	89	1	89	1	90	0.99	Bacterial DNA-binding protein
MFS_2	PF13347.6	427	TARA_ION_MAG_00012_000000000042_16	-	446	3.1e-76	256.7	22.2	1	1	4e-80	3.6e-76	256.4	22.2	1	421	3	435	3	438	0.95	MFS/sugar transport protein
MlaE	PF02405.16	212	TARA_ION_MAG_00012_000000000042_17	-	252	5e-66	222.4	19.2	1	1	3.3e-70	5.9e-66	222.2	19.2	2	212	35	248	34	248	0.98	Permease MlaE
DUF3119	PF11317.8	126	TARA_ION_MAG_00012_000000000042_18	-	134	2.1e-27	95.9	5.3	1	1	1.3e-31	2.4e-27	95.7	5.3	1	125	11	125	11	126	0.96	Protein of unknown function (DUF3119)
DUF3086	PF11285.8	277	TARA_ION_MAG_00012_000000000042_19	-	331	8.4e-111	369.5	0.1	1	1	4.7e-115	8.4e-111	369.5	0.1	3	275	51	322	49	324	0.96	Protein of unknown function (DUF3086)
G3P_acyltransf	PF02660.15	163	TARA_ION_MAG_00012_000000000042_20	-	200	1.7e-51	174.5	13.7	1	1	1.1e-55	2e-51	174.3	13.7	1	163	10	187	10	187	0.95	Glycerol-3-phosphate acyltransferase
OMPdecase	PF00215.24	225	TARA_ION_MAG_00012_000000000042_21	-	240	7.2e-32	110.8	0.0	1	1	4.5e-36	8e-32	110.6	0.0	2	221	9	230	8	234	0.90	Orotidine 5'-phosphate decarboxylase / HUMPS family
tRNA-synt_1b	PF00579.25	293	TARA_ION_MAG_00012_000000000042_22	-	413	4.4e-69	233.0	0.0	1	1	6.5e-73	5.8e-69	232.6	0.0	2	292	38	326	37	327	0.96	tRNA synthetases class I (W and Y)
DUF1825	PF08855.10	103	TARA_ION_MAG_00012_000000000042_23	-	108	1.7e-51	172.4	13.4	1	1	1e-55	1.9e-51	172.3	13.4	1	102	1	102	1	103	0.99	Domain of unknown function (DUF1825)
Peptidase_M17	PF00883.21	311	TARA_ION_MAG_00012_000000000042_25	-	491	2.7e-119	398.1	0.4	1	1	3.6e-123	3.3e-119	397.8	0.4	2	311	175	483	174	483	0.96	Cytosol aminopeptidase family, catalytic domain
PMSR	PF01625.21	153	TARA_ION_MAG_00012_000000000042_26	-	201	2.5e-41	141.4	0.0	1	1	1.7e-45	3e-41	141.2	0.0	1	152	24	172	24	173	0.96	Peptide methionine sulfoxide reductase
LpxB	PF02684.15	374	TARA_ION_MAG_00012_000000000042_27	-	393	3.6e-92	309.1	2.8	1	1	2.4e-96	4.2e-92	308.9	2.8	1	358	5	374	5	389	0.91	Lipid-A-disaccharide synthetase
Hexapep	PF00132.24	36	TARA_ION_MAG_00012_000000000042_28	-	275	1e-20	72.6	25.4	2	3	7.2e-11	4.3e-07	29.4	1.7	1	35	38	72	38	73	0.97	Bacterial transferase hexapeptide (six repeats)
Acetyltransf_11	PF13720.6	82	TARA_ION_MAG_00012_000000000042_28	-	275	1.5e-14	54.2	0.0	1	1	3.9e-18	2.3e-14	53.6	0.0	1	80	182	267	182	269	0.81	Udp N-acetylglucosamine O-acyltransferase; Domain 2
Hexapep_2	PF14602.6	34	TARA_ION_MAG_00012_000000000042_28	-	275	2.1e-09	37.0	15.2	2	2	4.5e-05	0.27	11.0	0.4	18	33	123	138	108	139	0.83	Hexapeptide repeat of succinyl-transferase
FabA	PF07977.13	138	TARA_ION_MAG_00012_000000000042_29	-	153	5.5e-33	113.5	0.1	1	1	7.2e-37	6.4e-33	113.3	0.1	1	137	21	144	21	145	0.92	FabA-like domain
E1-E2_ATPase	PF00122.20	181	TARA_ION_MAG_00012_000000000043_2	-	766	4.6e-46	156.6	0.1	1	1	2.5e-49	1.1e-45	155.4	0.1	2	181	222	434	221	434	0.97	E1-E2 ATPase
Hydrolase	PF00702.26	210	TARA_ION_MAG_00012_000000000043_2	-	766	2.2e-37	129.4	0.0	1	1	8.7e-41	3.9e-37	128.6	0.0	1	209	450	668	450	669	0.90	haloacid dehalogenase-like hydrolase
TPR_1	PF00515.28	34	TARA_ION_MAG_00012_000000000043_3	-	174	3.7e-22	77.2	5.1	2	2	1.7e-10	2.8e-07	30.1	0.1	2	33	73	104	72	105	0.95	Tetratricopeptide repeat
TPR_7	PF13176.6	36	TARA_ION_MAG_00012_000000000043_3	-	174	1.3e-12	46.8	0.9	1	2	2.4e-06	0.0039	17.1	0.1	8	32	44	68	42	71	0.89	Tetratricopeptide repeat
TPR_16	PF13432.6	68	TARA_ION_MAG_00012_000000000043_3	-	174	5.3e-11	43.0	0.1	1	1	3.3e-08	5.4e-05	23.7	0.0	3	52	78	124	76	125	0.94	Tetratricopeptide repeat
TPR_8	PF13181.6	34	TARA_ION_MAG_00012_000000000043_3	-	174	1.5e-10	40.4	9.8	2	2	4e-07	0.00066	19.7	0.2	6	33	77	104	73	105	0.92	Tetratricopeptide repeat
TPR_6	PF13174.6	33	TARA_ION_MAG_00012_000000000043_3	-	174	7.2e-07	29.5	3.3	1	1	2.3e-05	0.037	14.7	0.0	5	32	77	104	77	104	0.93	Tetratricopeptide repeat
DnaB_C	PF03796.15	255	TARA_ION_MAG_00012_000000000043_4	-	452	1.8e-12	47.1	1.4	1	1	6.7e-10	1.2e-06	28.1	0.0	2	67	67	131	66	143	0.89	DnaB-like helicase C terminal domain
Rad51	PF08423.11	255	TARA_ION_MAG_00012_000000000043_4	-	452	2.9e-10	39.9	0.3	1	1	1.2e-11	2.1e-08	33.8	0.3	15	190	63	227	33	241	0.74	Rad51
Lon_C	PF05362.13	205	TARA_ION_MAG_00012_000000000043_4	-	452	2.2e-06	27.4	0.0	1	1	2.5e-09	4.6e-06	26.3	0.0	107	204	356	449	332	450	0.89	Lon protease (S16) C-terminal proteolytic domain
RecA	PF00154.21	263	TARA_ION_MAG_00012_000000000043_4	-	452	4.7e-05	23.0	0.5	1	1	6.3e-08	0.00011	21.7	0.5	25	177	58	202	31	218	0.76	recA bacterial DNA recombination protein
Response_reg	PF00072.24	112	TARA_ION_MAG_00012_000000000043_5	-	249	4e-31	107.5	0.0	1	1	2.8e-34	2.5e-30	104.9	0.1	1	112	11	120	11	120	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.28	77	TARA_ION_MAG_00012_000000000043_5	-	249	4.8e-27	93.8	0.0	1	1	1.2e-30	1.1e-26	92.7	0.0	2	77	159	236	158	236	0.98	Transcriptional regulatory protein, C terminal
DUF448	PF04296.13	75	TARA_ION_MAG_00012_000000000044_2	-	87	1.7e-15	56.6	0.4	1	1	1.1e-19	2e-15	56.4	0.4	1	73	9	78	9	80	0.93	Protein of unknown function (DUF448)
NusA_N	PF08529.11	121	TARA_ION_MAG_00012_000000000044_3	-	452	2.2e-29	102.3	0.9	1	1	3.7e-33	2.2e-29	102.3	0.9	4	121	11	144	9	144	0.90	NusA N-terminal domain
KH_5	PF13184.6	69	TARA_ION_MAG_00012_000000000044_3	-	452	1.3e-27	95.7	0.4	1	1	3.9e-30	2.3e-26	91.6	0.4	2	68	264	330	263	331	0.97	NusA-like KH domain
Trypsin_2	PF13365.6	150	TARA_ION_MAG_00012_000000000044_5	-	374	5.3e-32	111.8	0.2	1	1	2.7e-35	9.6e-32	110.9	0.2	1	150	92	230	92	230	0.95	Trypsin-like peptidase domain
PDZ_2	PF13180.6	82	TARA_ION_MAG_00012_000000000044_5	-	374	1.1e-12	48.1	0.0	1	1	6.5e-16	2.3e-12	47.0	0.0	1	81	267	365	267	365	0.98	PDZ domain
Rib_5-P_isom_A	PF06026.14	173	TARA_ION_MAG_00012_000000000044_6	-	232	1.2e-65	220.3	0.2	1	1	8.8e-70	1.6e-65	219.9	0.2	2	170	48	216	47	219	0.97	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
Histidinol_dh	PF00815.20	409	TARA_ION_MAG_00012_000000000044_7	-	429	1.1e-162	541.7	0.0	1	1	7.6e-167	1.4e-162	541.4	0.0	5	409	23	426	19	426	0.98	Histidinol dehydrogenase
Ribosomal_S20p	PF01649.18	82	TARA_ION_MAG_00012_000000000044_8	-	96	8.3e-26	90.4	13.9	1	1	5.3e-30	9.5e-26	90.3	13.9	1	81	2	90	2	91	0.94	Ribosomal protein S20
TatD_DNase	PF01026.21	255	TARA_ION_MAG_00012_000000000044_9	-	265	7.4e-69	232.0	0.0	1	1	4.7e-73	8.4e-69	231.8	0.0	1	255	7	259	7	259	0.97	TatD related DNase
RNA_pol_Rpb2_6	PF00562.28	390	TARA_ION_MAG_00012_000000000044_10	-	1098	1.6e-156	521.3	0.0	1	1	2.7e-159	8.1e-156	519.0	0.0	2	390	585	985	584	985	0.97	RNA polymerase Rpb2, domain 6
RNA_pol_Rpb2_2	PF04561.14	190	TARA_ION_MAG_00012_000000000044_10	-	1098	1.4e-46	158.5	0.0	1	1	1.3e-49	4e-46	157.1	0.0	1	190	131	319	131	319	0.96	RNA polymerase Rpb2, domain 2
RNA_pol_Rpb2_3	PF04565.16	68	TARA_ION_MAG_00012_000000000044_10	-	1098	5.2e-31	106.6	0.0	1	1	3.5e-34	1.1e-30	105.6	0.0	1	68	378	446	378	446	0.99	RNA polymerase Rpb2, domain 3
RNA_pol_Rpb2_7	PF04560.20	87	TARA_ION_MAG_00012_000000000044_10	-	1098	3.4e-25	88.3	0.0	1	1	2.4e-28	7.1e-25	87.2	0.0	1	86	987	1062	987	1063	0.98	RNA polymerase Rpb2, domain 7
RNA_pol_Rpb2_1	PF04563.15	203	TARA_ION_MAG_00012_000000000044_10	-	1098	1.2e-23	83.7	0.0	1	1	1.4e-26	4.2e-23	81.9	0.0	2	201	18	363	17	365	0.95	RNA polymerase beta subunit
RNA_pol_Rpb1_1	PF04997.12	312	TARA_ION_MAG_00012_000000000044_11	-	635	3.1e-76	256.7	0.0	1	1	7.8e-80	4.6e-76	256.1	0.0	3	312	11	353	9	353	0.84	RNA polymerase Rpb1, domain 1
RNA_pol_Rpb1_2	PF00623.20	166	TARA_ION_MAG_00012_000000000044_11	-	635	2.3e-39	135.3	0.0	2	2	9.1e-31	5.4e-27	95.0	0.0	75	165	406	496	398	497	0.84	RNA polymerase Rpb1, domain 2
RNA_pol_Rpb1_5	PF04998.17	267	TARA_ION_MAG_00012_000000000044_12	-	1367	1.3e-59	201.8	3.1	1	1	1.9e-61	8.6e-58	195.9	3.1	1	266	200	1209	200	1210	0.89	RNA polymerase Rpb1, domain 5
Fer4_14	PF13394.6	118	TARA_ION_MAG_00012_000000000044_14	-	349	3.2e-07	30.5	0.1	1	1	1.1e-10	6.4e-07	29.5	0.1	7	106	112	214	109	242	0.72	4Fe-4S single cluster domain
HEAT_2	PF13646.6	88	TARA_ION_MAG_00012_000000000044_15	-	257	1.1e-37	128.3	4.2	1	3	1.7e-13	7.6e-10	39.1	0.0	27	87	78	138	56	139	0.61	HEAT repeats
HEAT_2	PF13646.6	88	TARA_ION_MAG_00012_000000000044_15	-	257	1.1e-37	128.3	4.2	3	3	2e-16	8.8e-13	48.5	0.3	1	88	115	208	115	208	0.91	HEAT repeats
DUF2997	PF11211.8	47	TARA_ION_MAG_00012_000000000044_16	-	72	1.8e-18	66.1	0.1	1	1	1.2e-22	2.2e-18	65.8	0.1	1	47	6	52	6	52	0.98	Protein of unknown function (DUF2997)
DUF1257	PF06868.11	104	TARA_ION_MAG_00012_000000000044_17	-	131	2.6e-32	111.2	0.1	1	1	1.7e-36	3e-32	111.0	0.1	1	104	20	124	20	124	0.99	Protein of unknown function (DUF1257)
Fer4_15	PF13459.6	66	TARA_ION_MAG_00012_000000000044_18	-	122	1.5e-09	38.5	3.6	1	1	5.4e-13	4.8e-09	36.8	3.6	1	66	34	91	34	91	0.89	4Fe-4S single cluster domain
GidB	PF02527.15	184	TARA_ION_MAG_00012_000000000044_20	-	240	5.2e-33	113.9	0.0	1	1	7.4e-37	6.6e-33	113.6	0.0	2	168	19	193	18	207	0.91	rRNA small subunit methyltransferase G
DnaJ	PF00226.31	63	TARA_ION_MAG_00012_000000000044_21	-	148	3.2e-16	59.2	0.4	1	1	2.6e-20	4.6e-16	58.7	0.4	1	63	5	68	5	68	0.95	DnaJ domain
DUF3143	PF11341.8	65	TARA_ION_MAG_00012_000000000044_22	-	87	4.9e-19	68.4	0.1	1	1	4e-23	7.1e-19	67.9	0.1	1	65	24	85	24	85	0.97	Protein of unknown function (DUF3143)
Aminotran_3	PF00202.21	406	TARA_ION_MAG_00012_000000000044_23	-	434	5.6e-95	318.4	0.0	1	1	3.8e-99	6.9e-95	318.1	0.0	9	406	29	430	22	430	0.92	Aminotransferase class-III
AAA_26	PF13500.6	198	TARA_ION_MAG_00012_000000000044_24	-	222	1.4e-49	168.6	0.0	1	1	1e-53	1.8e-49	168.2	0.0	3	196	10	196	9	197	0.98	AAA domain
Methyltransf_11	PF08241.12	96	TARA_ION_MAG_00012_000000000044_25	-	253	1.5e-07	31.9	0.0	1	1	6.6e-11	3.9e-07	30.6	0.0	1	96	50	141	50	141	0.88	Methyltransferase domain
Aminotran_1_2	PF00155.21	363	TARA_ION_MAG_00012_000000000044_27	-	387	9.7e-48	163.2	0.0	1	1	1.8e-51	1.1e-47	163.0	0.0	2	356	43	376	42	383	0.91	Aminotransferase class I and II
DSHCT	PF08148.12	164	TARA_ION_MAG_00012_000000000044_28	-	871	4.2e-34	117.6	0.0	1	1	6e-37	2.7e-33	114.9	0.0	4	162	683	844	680	846	0.92	DSHCT (NUC185) domain
Helicase_C	PF00271.31	111	TARA_ION_MAG_00012_000000000044_28	-	871	1.1e-07	32.2	0.2	1	1	2.3e-10	1e-06	29.1	0.0	39	111	262	354	221	354	0.78	Helicase conserved C-terminal domain
Lyase_1	PF00206.20	312	TARA_ION_MAG_00012_000000000044_29	-	462	3.4e-90	302.6	0.0	1	1	5e-94	4.5e-90	302.2	0.0	1	312	13	343	13	343	0.95	Lyase
Lyase_1	PF00206.20	312	TARA_ION_MAG_00012_000000000044_30	-	433	5.8e-51	173.7	0.0	1	1	8.5e-55	7.6e-51	173.3	0.0	8	307	8	281	3	284	0.95	Lyase
ADSL_C	PF10397.9	73	TARA_ION_MAG_00012_000000000044_30	-	433	3.8e-23	81.8	0.0	1	1	1.5e-26	1.4e-22	80.0	0.0	1	72	350	428	350	429	0.97	Adenylosuccinate lyase C-terminus
FtsJ	PF01728.19	177	TARA_ION_MAG_00012_000000000044_31	-	272	1.3e-22	80.7	0.0	1	1	1.8e-26	1.6e-22	80.4	0.0	1	176	61	248	61	249	0.93	FtsJ-like methyltransferase
P-II	PF00543.22	102	TARA_ION_MAG_00012_000000000044_32	-	113	5.3e-40	136.1	3.8	1	1	3.3e-44	6e-40	136.0	3.8	1	102	4	105	4	105	0.99	Nitrogen regulatory protein P-II
QueF	PF14489.6	81	TARA_ION_MAG_00012_000000000044_34	-	139	9.1e-29	99.4	0.1	1	1	6.5e-33	1.2e-28	99.1	0.1	1	79	55	133	55	135	0.97	QueF-like protein
ResB	PF05140.14	495	TARA_ION_MAG_00012_000000000044_35	-	429	2.6e-65	221.1	0.0	1	2	9.6e-57	1.7e-52	178.8	0.0	1	267	14	270	14	327	0.83	ResB-like family
DsbD	PF02683.15	213	TARA_ION_MAG_00012_000000000044_36	-	256	2.6e-36	125.5	16.2	1	1	3.6e-40	3.3e-36	125.2	16.2	1	212	51	250	51	251	0.91	Cytochrome C biogenesis protein transmembrane region
FTSW_RODA_SPOVE	PF01098.19	359	TARA_ION_MAG_00012_000000000044_37	-	167	1.6e-54	185.3	8.3	1	1	9.7e-59	1.7e-54	185.2	8.3	207	357	1	151	1	153	0.98	Cell cycle protein
PSII	PF00421.19	507	TARA_ION_MAG_00012_000000000045_1	-	322	3.1e-38	131.7	23.8	1	1	9.4e-38	1.7e-33	116.1	12.0	24	281	1	247	1	263	0.81	Photosystem II protein
GST_N	PF02798.20	76	TARA_ION_MAG_00012_000000000045_4	-	224	3.7e-10	40.0	0.2	1	1	3.3e-13	1.5e-09	38.1	0.0	4	71	5	69	2	73	0.92	Glutathione S-transferase, N-terminal domain
GST_C_3	PF14497.6	99	TARA_ION_MAG_00012_000000000045_4	-	224	1.1e-05	25.5	0.2	1	1	5.2e-09	2.3e-05	24.5	0.2	18	86	113	192	79	204	0.75	Glutathione S-transferase, C-terminal domain
adh_short	PF00106.25	195	TARA_ION_MAG_00012_000000000045_6	-	236	7e-38	130.0	0.0	1	1	9.4e-42	8.4e-38	129.8	0.0	2	191	3	195	2	199	0.90	short chain dehydrogenase
adh_short_C2	PF13561.6	234	TARA_ION_MAG_00012_000000000045_6	-	236	2.9e-26	92.5	0.0	1	1	3.9e-30	3.5e-26	92.2	0.0	1	188	8	200	8	214	0.88	Enoyl-(Acyl carrier protein) reductase
Lycopene_cycl	PF05834.12	380	TARA_ION_MAG_00012_000000000045_7	-	424	4.2e-74	249.9	0.0	1	1	2.7e-78	4.8e-74	249.7	0.0	1	377	4	399	4	402	0.92	Lycopene cyclase protein
MS_channel	PF00924.18	206	TARA_ION_MAG_00012_000000000045_10	-	347	6.9e-40	136.8	2.3	1	1	3.8e-44	6.9e-40	136.8	2.3	3	206	129	328	127	328	0.98	Mechanosensitive ion channel
Isochorismatase	PF00857.20	175	TARA_ION_MAG_00012_000000000045_11	-	190	1.1e-29	103.8	0.0	1	1	1.1e-33	1.9e-29	103.1	0.0	1	174	16	164	16	165	0.97	Isochorismatase family
FUR	PF01475.19	120	TARA_ION_MAG_00012_000000000045_12	-	153	3.3e-32	111.1	0.2	1	1	2.2e-36	3.9e-32	110.9	0.2	2	119	21	142	20	143	0.96	Ferric uptake regulator family
DUF3641	PF12345.8	135	TARA_ION_MAG_00012_000000000045_13	-	309	8.1e-55	184.6	0.7	1	1	2.3e-58	1.4e-54	183.8	0.7	1	135	173	306	173	306	0.98	Protein of unknown function (DUF3641)
Fer4_12	PF13353.6	139	TARA_ION_MAG_00012_000000000045_13	-	309	3.8e-05	24.0	0.4	1	1	2e-08	0.00012	22.4	0.1	14	118	23	121	19	136	0.89	4Fe-4S single cluster domain
Salt_tol_Pase	PF09506.10	387	TARA_ION_MAG_00012_000000000045_14	-	413	2.2e-159	530.4	0.0	1	1	1.4e-163	2.5e-159	530.2	0.0	1	387	19	395	19	395	0.99	Glucosylglycerol-phosphate phosphatase (Salt_tol_Pase)
Cys_Met_Meta_PP	PF01053.20	382	TARA_ION_MAG_00012_000000000045_17	-	443	7.2e-140	465.9	0.0	1	1	1.8e-143	8.2e-140	465.7	0.0	1	381	7	438	7	439	0.98	Cys/Met metabolism PLP-dependent enzyme
Aminotran_1_2	PF00155.21	363	TARA_ION_MAG_00012_000000000045_17	-	443	8.8e-07	28.4	0.0	1	1	3.1e-10	1.4e-06	27.8	0.0	46	237	63	224	30	244	0.78	Aminotransferase class I and II
HTS	PF04204.16	298	TARA_ION_MAG_00012_000000000045_18	-	300	4.6e-93	311.4	0.0	1	1	2.9e-97	5.1e-93	311.3	0.0	2	296	3	293	2	295	0.95	Homoserine O-succinyltransferase
Sulfate_transp	PF00916.20	380	TARA_ION_MAG_00012_000000000045_19	-	523	6.1e-56	189.8	21.7	1	1	6.8e-60	6.1e-56	189.8	21.7	3	380	18	391	17	391	0.93	Sulfate permease family
FAD_binding_4	PF01565.23	139	TARA_ION_MAG_00012_000000000045_20	-	426	4e-13	49.3	0.0	1	1	3.5e-17	6.3e-13	48.6	0.0	31	135	48	148	37	151	0.85	FAD binding domain
CbiX	PF01903.17	107	TARA_ION_MAG_00012_000000000045_21	-	370	1.2e-41	141.4	0.0	1	2	3.5e-25	3.2e-21	75.7	0.0	1	105	20	122	20	124	0.98	CbiX
DUF2811	PF10929.8	57	TARA_ION_MAG_00012_000000000045_22	-	84	3.8e-22	78.3	0.1	1	1	2.7e-26	4.8e-22	78.0	0.1	1	57	21	77	21	77	0.99	Protein of unknown function (DUF2811)
Pentapeptide	PF00805.22	40	TARA_ION_MAG_00012_000000000045_24	-	156	1.8e-32	110.6	30.6	1	4	3.1e-12	1.9e-08	33.8	1.9	7	38	34	65	34	65	0.94	Pentapeptide repeats (8 copies)
